"","EIN","NAME.x","NAME.y","ICO","STREET","CITY","STATE","ZIP","GROUP","SUBSECTION","AFFILIATION","CLASSIFICATION","RULING","DEDUCTIBILITY","FOUNDATION","ACTIVITY","ORGANIZATION","STATUS","TAX_PERIOD","ASSET_CD","INCOME_CD","FILING_REQ_CD","PF_FILING_REQ_CD","ACCT_PD","ASSET_AMT","INCOME_AMT","REVENUE_AMT","NTEE_CD","SORT_NAME"
"201","616013111","KENTUCKY OPERA ASSOCIATION INC","KENTUCKY OPERA ASSOCIATION INC","","323 W BROADWAY STE 601","LOUISVILLE","KY","40202-3162",0,3,3,2000,0,1,15,119059602,1,1,201605,6,6,1,0,5,4056155,2887513,2310601,"A6AZ",""
"202","621015262","KNOXVILLE OPERA COMPANY","KNOXVILLE OPERA COMPANY","","612 E DEPOT AVE","KNOXVILLE","TN","37917-7609",0,3,3,2000,0,1,15,90088089,1,1,201606,5,6,1,0,6,834491,1677472,1677472,"A6A0",""
"203","132505803","LAKE GEORGE OPERA FESTIVAL ASSOCIATION INC.","LAKE GEORGE OPERA FESTIVAL ASSOCIATION INC","","19 ROOSEVELT DR STE 215","SARATOGA SPGS","NY","12866-6209",0,3,3,1200,0,1,15,119059602,1,1,201509,4,6,1,0,9,145546,1330905,1297116,"A6A0",""
"204","367033135","LAKE GEORGE OPERA FESTIVAL ASSOCIATION INC TRUST","LAKE GEORGE OPERA FESTIVAL ASSOCIATION INC TRUST","% G ALLISON NORTHERN TRUST CO","PO BOX 803878","CHICAGO","IL","60680-3878",0,3,3,1000,0,1,4,88000000,1,1,201605,4,4,0,1,5,451558,194286,NA,"A110",""
"205","946109095","LAMPLIGHTERS MUSIC THEATRE","LAMPLIGHTERS MUSIC THEATRE","","469 BRYANT ST","SAN FRANCISCO","CA","94107-1316",0,3,3,1000,0,1,16,119000000,1,1,201605,4,6,1,0,5,257612,1087776,1048072,"A6A0",""
"206","222325828","LANCASTER NEW YORK OPERA HOUSE INC","LANCASTER NEW YORK OPERA HOUSE INC","","21 CENTRAL AVE","LANCASTER","NY","14086-2128",0,3,3,1000,0,1,15,119000000,1,1,201506,4,5,1,0,6,248417,673680,639383,"A6AZ",""
"207","236392136","LANCASTER OPERA COMPANY","LANCASTER OPERA COMPANY","","42 NORTH PRINCE ST SUITE M-05","LANCASTER","PA","17603-3840",0,3,3,2000,0,1,16,119059000,1,1,201406,3,4,1,0,6,63285,138610,138310,"A6A0","OPERA LANCASTER"
"208","272621725","LAND OF ENCHANTMENT OPERA INC","LAND OF ENCHANTMENT OPERA INC","% PATRICK MASON","950 W AZTEC AVE UNIT 2349","GALLUP","NM","87305-5496",0,3,3,1000,0,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,"A60",""
"209","880361875","LAS VEGAS PERFORMING ARTS CENTER FOUNDATION","THE SMITH CENTER FOR THE PERFORMING ARTS","","361 SYMPHONY PARK AVE","LAS VEGAS","NV","89106-1409",0,3,3,1000,0,1,15,0,1,1,201506,9,9,1,0,6,434673060,66257436,31339784,"A61",""
"210","20448277","LEBANON OPERA HOUSE IMPROVEMENT CORPORATION","LEBANON OPERA HOUSE IMPROVEMENT CORPORATION","% COMPUCOUNT INC","PO BOX 384","LEBANON","NH","03766-0384",0,3,3,1000,0,1,16,90000000,1,1,201606,4,5,1,0,6,216666,859207,859207,"A65I",""
"211","130971750","LIEDERKRANZ OF THE CITY OF NEW YORK","LIEDERKRANZ OF THE CITY OF NEW YORK","","6 E 87TH ST","NEW YORK","NY","10128-0505",0,7,3,1000,0,2,0,319000000,1,1,201606,3,1,2,0,6,25594,4000,4000,"A6AZ",""
"212","205086861","LIGHT OPERA OF NEW YORK INC","LIGHT OPERA OF NEW YORK INC","% MATTHEW HUGHES","PO BOX 1943","NEW YORK","NY","10101-1943",0,3,3,1200,0,1,15,0,1,1,201512,2,3,2,0,12,14159,46506,46506,"A6A",""
"213","943001646","LIGHT OPERA THEATRE OF SACRAMENTO","LIGHT OPERA THEATRE OF SACRAMENTO","","4091 CLYDE CT","SACRAMENTO","CA","95819-1562",0,3,1,1000,0,1,16,88995000,1,1,201312,2,3,2,0,12,20566,26676,26676,"",""
"214","363125199","LIGHT OPERA WORKS INC","LIGHT OPERA WORKS INC","","516 4TH ST","WILMETTE","IL","60091-2829",0,3,3,1000,0,1,16,90089000,1,1,201601,5,6,1,0,1,918112,1567095,1516391,"A6A0",""
"215","362935678","LITHUANIAN OPERA COMPANY","LITHUANIAN OPERA COMPANY","","16W306 HILLSIDE LN","BURR RIDGE","IL","60527-6201",0,3,3,2000,0,1,16,88089000,1,1,201606,2,3,2,0,6,11049,39574,39574,"A6A0",""
"216","461049598","LITTLE OPERA THEATRE OF NEW YORK INC","THE LITTLE OPERA THEATRE OF NY INC","% STEINHAARDT FOUNDATION","PO BOX 1392","NEW YORK","NY","10113-1392",0,3,3,1000,0,1,15,0,1,1,201506,1,4,1,0,6,2967,288756,244409,"A6A",""
"217","461049598","THE LITTLE OPERA THEATRE OF NY INC","THE LITTLE OPERA THEATRE OF NY INC","% STEINHAARDT FOUNDATION","PO BOX 1392","NEW YORK","NY","10113-1392",0,3,3,1000,0,1,15,0,1,1,201506,1,4,1,0,6,2967,288756,244409,"A6A",""
"218","943168895","LIVERMORE VALLEY OPERA","LIVERMORE VALLEY OPERA","","1686 SECOND ST STE 217","LIVERMORE","CA","94550-4328",0,3,3,1000,0,1,16,995088000,1,1,201506,4,4,1,0,6,144401,371541,348348,"A6A0",""
"219","474745073","LOFTOPERA INC","LOFTOPERA INC","","81 PROSPECT ST","BROOKLYN","NY","11201-1473",0,3,3,1200,0,1,15,0,1,1,201512,3,4,1,0,12,44679,158960,158960,"A6A","LOFTOPERA"
"220","208771512","LONE STAR LYRIC THEATER FESTIVAL","LONE STAR LYRIC THEATER FESTIVAL","% KELLI ESTES","1201 HYDE PARK BLVD","HOUSTON","TX","77006-1207",0,3,3,1000,0,1,15,0,1,1,201607,1,3,1,0,7,9173,61335,60567,"A65",""
"221","953387074","LONG BEACH OPERA","LONG BEACH OPERA","% LONG BEACH OPERA","3029 E SOUTH ST","LONG BEACXH","CA","90805-3757",0,3,3,2000,0,1,16,90119088,1,1,201506,5,6,1,0,6,507184,1543178,1493356,"A6A0",""
"222","43008633","LONGWOOD OPERA INC","LONGWOOD OPERA INC","","42 HAWTHORN AVE","NEEDHAM","MA","02492-3806",0,3,3,2000,0,1,16,89000000,1,1,201512,1,2,2,0,12,6196,17157,17157,"",""
"223","461761362","LORENZO MALFATTI ACCADEMIA VOCALE DI LUCCA INC","LORENZO MALFATTI ACCADEMIA VOCALE DI LUCCA INC","% FRANC DAMBROSIO","2096 COURTLAND PL","MEMPHIS","TN","38104-4235",0,3,3,1000,0,1,15,0,1,1,201512,3,3,1,0,12,35508,83329,83329,"A68",""
"224","271948205","LOS ANGELES METROPOLITAN OPERA","LOS ANGELES METROPOLITAN OPERA","% LINDA JACKSON","707 MUSKINGUM AVE","PACIFIC PLSDS","CA","90272-3447",0,3,3,2000,0,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,"A6A",""
"225","952096402","LOS ANGELES OPERA COMPANY","LOS ANGELES OPERA COMPANY","% FAITH RAIGUEL","135 NO GRAND AVE","LOS ANGELES","CA","90012-3013",0,3,3,2000,0,1,15,90089119,1,1,201506,9,8,1,0,6,78171247,40664731,39827184,"A6A0",""
"226","260348842","LOVELAND OPERA THEATRE","LOVELAND OPERA THEATRE","% JULIANA BISHOP HOCH","PO BOX 7293","LOVELAND","CO","80537-0293",0,3,3,1000,0,1,15,0,1,1,201512,3,4,1,0,12,41850,110883,110883,"A65",""
"227","204425925","LYRIC LIGHT OPERA OF THE NORTHWEST","LYRIC LIGHT OPERA OF THE NORTHWEST","% KELLI POLLINO","1090 SEA MIST LN","CAMANO ISLAND","WA","98282-7566",0,3,3,2000,0,1,15,0,1,1,201512,2,2,2,0,12,16639,19406,14921,"A6A",""
"228","270813566","LYRIC OPERA FOUNDATION INC","LYRIC OPERA FOUNDATION INC","% VICTOR S RICHMOND","110 WEST MOUNT ROYAL AVENUE NO 101","BALTIMORE","MD","21201-5714",0,3,3,1000,0,1,15,0,1,1,201506,5,4,1,0,6,924841,289818,289818,"T31",""
"229","366008929","LYRIC OPERA OF CHICAGO","LYRIC OPERA OF CHICAGO","% LYRI","20 N WACKER DR","CHICAGO","IL","60606-2806",0,3,3,2000,0,1,15,119059927,1,1,201506,9,9,1,0,6,330113593,137078064,85425939,"A6A0",""
"230","440626124","LYRIC OPERA OF KANSAS CITY, INC.","LYRIC OPERA OF KANSAS CITY INC","","1725 HOLMES ST","KANSAS CITY","MO","64108-1538",0,3,3,7000,0,1,15,90088000,1,1,201606,8,7,1,0,6,18911582,6790313,6613625,"A6A0",""
"231","431888220","LYRIC OPERA OF KANSAS CITY FOUNDATION","LYRIC OPERA OF KANSAS CITY FDN","% STEPHEN W GROW","1725 HOLMES ST","KANSAS CITY","MO","64108-1538",0,3,3,1200,0,1,17,0,1,1,201606,8,6,1,0,6,15682783,1621528,1432079,"A116",""
"232","201896591","LYRIC OPERA OF THE NORTH INCORPORATED","LYRIC OPERA OF THE NORTH INCORPORATED","% RUTH JACOBSON","423 S 19TH AVE E","DULUTH","MN","55812-2028",0,3,3,2000,0,1,15,0,1,1,201508,3,4,1,0,8,33457,119352,104056,"A6A",""
"233","452480257","LYRIC OPERA QALICB INC","LYRIC OPERA QALICB INC","% GREG HUBBARD","1725 HOLMES ST","KANSAS CITY","MO","64108-1538",0,2,3,1000,0,2,0,0,1,1,201606,7,5,1,0,6,9495509,540129,540129,"S47",""
"234","392021767","MADISON OPERA FOUNDATION INC","MADISON OPERA FOUNDATION INC","% GEN DIR OF FINANCE","335 W MIFFLIN ST","MADISON","WI","53703-2513",0,3,3,1000,0,1,17,0,1,1,201608,6,4,1,0,8,1254588,336141,272075,"A11",""
"235","391789514","MADISON OPERA, INC.","MADISON OPERA INC","% GEN DIR DIR OF FINANCE","335 W MIFFLIN ST","MADISON","WI","53703-2513",0,3,3,1000,0,1,16,119000000,1,1,201608,6,6,1,0,8,2938568,3004682,2766607,"A6A0",""
"236","237401465","MADISON SAVOYARDS LTD","MADISON SAVOYARDS LTD","","PO BOX 1612","MADISON","WI","53701-1612",0,3,3,2000,0,1,16,88000000,1,1,201512,1,3,1,0,12,4336,68738,65962,"A6A0",""
"237","133096065","MAGIC CIRCLE OPERA REPRETORY ENSEMBLE INC","MAGIC CIRCLE OPERA REPRETORY ENSEMBLE INC","","200 W 70TH ST APT 6C","NEW YORK","NY","10023-4324",0,3,3,2000,0,1,15,90000000,1,1,201512,1,3,1,0,12,6086,92159,92159,"A6A0",""
"238","272177651","MAIN STREET OPERA","MAIN STREET OPERA","% KATHERINE BERGMAN","309 E RAND RD 165","ARLINGTON HEIGHTS","IL","60004-3103",0,3,3,1000,0,1,15,0,1,1,201606,3,3,1,0,6,31907,60867,60867,"A6A",""
"239","131656667","MANHATTAN SCHOOL OF MUSIC","MANHATTAN SCHOOL OF MUSIC","% SUSAN FINK","120 CLAREMONT AVE","NEW YORK","NY","10027-4689",0,3,3,2000,0,1,11,46119030,1,1,201506,9,9,1,0,6,88635211,52112192,47924489,"A250",""
"240","464265972","MARBLE CITY OPERA COMPANY","MARBLE CITY OPERA COMPANY","% KATHRYN MARVEL","548 LOST TREE LN","KNOXVILLE","TN","37934-2523",0,3,3,1000,0,1,15,0,1,1,201512,0,0,2,0,12,0,0,0,"A6A",""
"241","454231295","MARIGNY OPERA HOUSE FOUNDATION","MARIGNY OPERA HOUSE FOUNDATION","% SCOTT KING","2718 DAUPHINE ST","NEW ORLEANS","LA","70117-7322",0,3,3,1000,0,1,16,0,1,1,201508,2,4,1,0,8,12742,201012,201012,"A61",""
"242","134236056","MARTINA ARROYO FOUNDATION","MARTINA ARROYO FOUNDATION","% MARTINA ARROYO","200 CENTRAL PARK SOUTH","NEW YORK","NY","10019-1436",0,3,3,1000,0,1,16,0,1,1,201408,4,5,1,0,8,212219,551612,450888,"",""
"243","463835176","MARYLAND LYRIC OPERA","MARYLAND LYRIC OPERA","% NINNA MOORE","6106 HARVARD AVE UNIT 720","GLEN ECHO","MD","20812-7521",0,3,3,1000,0,1,15,0,1,1,201512,2,4,1,0,12,11368,463653,463653,"A99",""
"244","481061493","MCPHERSON OPERA HOUSE COMPANY","MCPHERSON OPERA HOUSE COMPANY","% EMMA S PERERA","PO BOX 333","MCPHERSON","KS","67460-0333",0,3,3,1000,0,1,15,62000000,1,1,201506,7,5,1,0,6,7008403,711927,560677,"A800",""
"245","351861719","MEMORIAL OPERA HOUSE FOUNDATION INC","MEMORIAL OPERA HOUSE FOUNDATION INC","% MICHELLE SMITH","104 INDIANA AVE","VALPARAISO","IN","46383-5603",0,3,3,1000,0,1,15,62000000,1,1,201512,0,0,2,0,12,0,0,0,"A82Z",""
"246","232915285","MEN OF HARMONY INC","MEN OF HARMONY INC","","25 VICAR LN","LEVITTOWN","PA","19054-1309",0,3,3,1000,0,1,15,995089000,1,1,201512,3,2,2,0,12,26653,16635,16635,"A6A",""
"247","946084831","MEROLA OPERA PROGRAM","MEROLA OPERA PROGRAM","","301 VAN NESS AVE","SAN FRANCISCO","CA","94102-4509",0,3,3,2000,0,1,15,119059000,1,1,201509,8,6,1,0,9,26676717,4307529,4179291,"A6A0",""
"248","352240395","MERCURY OPERA OF ROCHESTER INC","OPERA GUILD OF ROCHERSTER INC","% AGNETA D BORGSTEDT","88 CHURCH HILL RD","HENRIETTA","NY","14467-9711",0,3,3,2000,0,1,16,0,1,1,201606,0,0,2,0,6,0,0,0,"A6A",""
"249","371649578","METRO WEST OPERA INC","METRO WEST OPERA INC","","27 GERRISH ST","BRIGHTON","MA","02135-1704",0,3,3,1000,0,1,15,0,1,1,201508,1,3,2,0,8,1915,28787,28787,"A6A",""
"250","131624087","METROPOLITAN OPERA ASSOCIATION INC","METROPOLITAN OPERA ASSOCIATION INC","% DIANA FORTUNA","30 LINCOLN CENTER PLZ","NEW YORK","NY","10023-6922",0,3,3,1200,0,1,15,119059000,1,1,201507,9,9,1,0,7,465382867,468893400,335340591,"A6A0",""
"251","131572247","METROPOLITAN OPERA CLUB INC","METROPOLITAN OPERA CLUB INC","","LINCOLN CTR","NEW YORK","NY","10023-0000",0,7,3,1000,0,2,0,119319000,1,1,201607,6,6,1,0,7,1725889,1658870,1485739,"A6AI",""
"252","131681983","METROPOLITAN OPERA GUILD INC","METROPOLITAN OPERA GUILD INC","% TOM MARTIN DIR OF FINANCE","70 LINCOLN CTR PLAZA 6TH","NEW YORK","NY","10023-6548",0,3,3,2100,0,1,16,119059000,1,1,201506,8,8,1,0,6,20591142,19349718,11804385,"A6A0",""
"253","571208572","MIAMI LYRIC OPERA","MIAMI LYRIC OPERA INC","% RAFFAELE CARDONE","3602 ALCANTARA AVE","DORAL","FL","33178-2390",0,3,3,2000,0,1,15,0,1,1,201512,1,4,1,0,12,3372,176770,176770,"A68",""
"254","382052726","MICHIGAN OPERA THEATRE","MICHIGAN OPERA THEATRE","","1526 BROADWAY ST","DETROIT","MI","48226-2115",0,3,3,1000,0,1,15,602119059,1,1,201506,9,8,1,0,6,51190535,15051740,13836941,"A610",""
"255","751943679","MIDLAND OPERA THEATER","PERMIAN BASIN OPERA","","3500 N A ST STE 2100","MIDLAND","TX","79705-3605",0,3,3,2000,0,1,16,90000000,1,1,201512,4,4,1,0,12,196000,218268,218268,"A6AZ",""
"256","464259742","MID-OHIO OPERA","MID-OHIO OPERA","","655 GILBERT AVE","MANSFIELD","OH","44907-1354",0,3,3,2000,0,1,15,0,1,1,201602,0,0,2,0,2,0,0,0,"A60",""
"257","364700566","MILL CITY SUMMER OPERA","MILL CITY SUMMER OPERA","","3208 W LAKE ST","MINNEAPOLIS","MN","55416-4512",0,3,3,1000,0,1,15,0,1,1,201509,4,5,1,0,9,138270,580297,580297,"A6A",""
"258","392003992","MILWAUKEE OPERA THEATRE INC","MILWAUKEE OPERA THEATRE INC","% KIMBERLY ZICK","PO BOX 182","ELM GROVE","WI","53122-0182",0,3,3,1000,0,1,15,0,1,1,201607,3,3,1,0,7,58435,82530,82530,"A6A0",""
"259","470825124","MINDEN OPERA HOUSE INC","MINDEN OPERA HOUSE INC","","PO BOX 1","MINDEN","NE","68959-0001",0,3,3,1200,0,1,15,0,1,1,201508,3,4,1,0,8,68244,299228,285820,"A61",""
"260","453669692","MINNESOTA CONCERT OPERA","MINNESOTA CONCERT OPERA","","528 HENNEPIN AVE STE 701","MINNEAPOLIS","MN","55403-1814",0,3,3,7000,0,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,"A6A",""
"261","237113188","MISSISSIPPI OPERA ASSOCIATION INC","MISSISSIPPI OPERA ASSOCIATION INC","","PO BOX 1551","JACKSON","MS","39215-1551",0,3,3,1230,0,1,15,119000000,1,1,201606,4,4,1,0,6,138455,354929,354929,"A6A0",""
"262","636045261","MOBILE OPERA INC","MOBILE OPERA INC","","257 DAUPHIN ST","MOBILE","AL","36602-2719",0,3,3,2000,0,1,15,119000000,1,1,201605,5,4,1,0,5,723669,332083,332083,"A6A0",""
"263","421627336","MODUS OPERA COMPANY INC","MODUS OPERA COMPANY INC","% SAVANNAH STEVENS","17 ROCHAMBEAU RD","SCARSDALE","NY","10583-4317",0,3,3,1000,0,1,16,0,1,1,201512,1,3,2,0,12,2710,49454,49454,"A6A","MODUS OPERA"
"264","300055116","MOTOR CITY LYRIC OPERA","MOTOR CITY LYRIC OPERA","% MARY CALLAGHAN LYNCH","4525 CHARING CROSS RD","BLOOMFLD HLS","MI","48304-3204",0,3,3,2000,0,1,15,0,1,1,201512,2,3,1,0,12,15587,62407,62407,"A6A",""
"265","371257864","MUDDY RIVER OPERA COMPANY","MUDDY RIVER OPERA CO","% AVRIL MARIE BERNZEN","705 S MONTICELLO RD","CANTON","MO","63435-1420",0,3,3,1000,0,1,15,88000000,1,1,201512,0,0,2,0,12,0,0,0,"A6A0",""
"266","236390902","MUNICIPAL OPERA COMPANY OF ALLENTOWN INC","MUNICIPAL OPERA COMPANY OF ALLENTOWN INC","% DARICE C HOFFMANN","PO BOX 1395","ALLENTOWN","PA","18105-1395",0,3,3,1000,0,1,15,119318000,1,1,201612,0,0,2,0,12,0,0,0,"A650",""
"267","951525814","MUSIC ACADEMY OF THE WEST","MUSIC ACADEMY OF THE WEST","","1070 FAIRWAY RD","SANTA BARBARA","CA","93108-2865",0,3,3,2000,0,1,15,46030000,5,1,201512,9,8,1,0,12,90798202,19869204,18112994,"A6E0",""
"268","362837499","MUSIC OF THE BAROQUE CONCERT SERIES INC","MUSIC OF THE BAROQUE CONCERT SERIES INC","","25 E WASHINGTON ST STE 823","CHICAGO","IL","60602-1723",0,3,3,1200,0,1,16,89149000,1,1,201606,6,6,1,0,6,1211712,2050098,1955963,"A680",""
"269","680051718","NAPA VALLEY OPERA HOUSE INC","NAPA VALLEY OPERA HOUSE INC","","1040 MAIN ST STE 110F","NAPA","CA","94559-2606",0,3,3,1000,0,1,15,62000000,1,1,201512,7,5,1,0,12,7642164,554086,554086,"A82Z","ABC AT THE OPERA HOUSE"
"270","621119830","NASHVILLE OPERA ASSOCIATION","NASHVILLE OPERA ASSOCIATION","","3622 REDMON ST","NASHVILLE","TN","37209-4827",0,3,3,1200,0,1,15,90000000,1,1,201507,7,6,1,0,7,8689059,2930908,2246389,"A6A0",""
"271","581948469","NATCHEZ OPERA FESTIVAL INC","NATCHEZ OPERA FESTIVAL INC","","PO BOX 2207","NATCHEZ","MS","39121-2207",0,3,1,2000,0,1,16,90126000,1,1,201512,3,4,1,0,12,93877,211512,211512,"A6A0",""
"272","411721692","NAUTILUS MUSIC THEATER","NAUTILUS MUSIC THEATER","","308 PRINCE ST STE 190","SAINT PAUL","MN","55101-1491",0,3,3,1000,0,1,15,90000000,1,1,201508,3,4,1,0,8,49777,306253,306253,"A60Z",""
"273","886009267","NEVADA OPERA ASSOCIATION","NEVADA OPERA ASSOCIATION","","PO BOX 3256","RENO","NV","89505-3256",0,3,3,2100,0,1,16,119040000,1,1,201506,2,3,1,0,6,11064,79682,79682,"A6A0",""
"274","870469002","NEW AMERICAN PHILHARMONIC SYMPHONY ORCHESTRA BALLET AND OPERA ASSOCIATION","NEW AMERICAN PHILHARMONIC SYMPHONY ORCHESTRA BALLET AND OPERA ASSOC","","2490 WALL AVENUE","OGDEN","UT","84401-3057",0,3,3,1000,0,1,16,90000000,1,1,201512,3,4,1,0,12,43062,111879,111879,"A60M",""
"275","113513563","NEW CENTURY CHINESE OPERA CENTER INC","NEW CENTURY CHINESE OPERA CENTER INC","% LIREN WEI","PO BOX 100162","BROOKLYN","NY","11210-0162",0,3,3,1200,0,1,15,0,1,1,201509,1,1,2,0,9,3584,1500,0,"A65",""
"276","264074037","NEW CENTURY OPERA INC","NEW CENTURY OPERA INC","","422 E ORANGE ST","TARPON SPGS","FL","34689-4353",0,3,3,1000,0,1,15,0,1,1,201512,0,0,2,0,12,0,0,0,"A6A",""
"277","43567974","NEW ENGLAND LIGHT OPERA","NEW ENGLAND LIGHT OPERA","% MARK MORGAN","1912 MASSACHUSETTS AVE","LEXINGTON","MA","02421-4806",0,3,3,2000,0,1,15,0,1,1,201405,0,0,2,0,5,0,0,0,"A65",""
"278","473415044","NEW MOON OPERA COMPANY","NEW MOON OPERA COMPANY","% MALLORY HARDING","1523 W LUNT AVE APT 2A","CHICAGO","IL","60626-2828",0,3,3,2000,0,1,16,0,1,1,201512,1,1,2,0,12,2143,2409,2409,"A6A",""
"279","720272897","NEW ORLEANS OPERA ASSOCIATION","NEW ORLEANS OPERA ASSOCIATION","","935 GRAVIER ST STE 1940","NEW ORLEANS","LA","70112-1667",0,3,3,3000,0,1,15,90000000,5,1,201506,6,6,1,0,6,2396565,2766119,2404009,"A6A0",""
"280","721016132","NEW ORLEANS THEATRE ASSOCIATION INC","NEW ORLEANS THEATRE ASSOCIATION INC","","201 SAINT CHARLES AVE STE 3710","NEW ORLEANS","LA","70170-3710",0,3,3,2000,0,1,16,90000000,1,1,201509,5,4,1,0,9,620866,326737,326737,"A6A0",""
"281","133355065","NEW ROCHELLE OPERA INC","NEW ROCHELLE OPERA INC","","PO BOX 55","NEW ROCHELLE","NY","10804-0055",0,3,3,2000,0,1,15,89994000,1,1,201512,3,4,1,0,12,37784,115972,115972,"A6A0",""
"282","861171749","NEW YORK CHINESE OPERA SOCIETY INC","NEW YORK CHINESE OPERA SOCIETY INC","% CHI K CHU","120 BROADWAY SUITE 3650","NEW YORK","NY","10271-0002",0,3,3,2100,0,1,15,0,1,1,201506,3,4,1,0,6,89191,201419,189419,"A6A",""
"283","132974347","NEW YORK CITY OPERA INC","NEW YORK CITY OPERA INC","","1700 BROADWAY 39TH FLOOR","NEW YORK","NY","10019-5905",0,3,3,1000,0,1,16,90000000,1,1,201506,7,6,1,0,6,5644401,1207874,381975,"A6A0",""
"284","132862043","NEW YORK GILBERT AND SULLIVAN PLAYERS, INC.","NEW YORK GILBERT SULLIVAN PLAYERS INC","% ALBERT BERGERET","225 W 99TH ST","NEW YORK","NY","10025-5014",0,3,3,1000,0,1,15,88000000,1,1,201506,4,6,1,0,6,246594,1339319,1339319,"A650",""
"285","204223569","NEW YORK HANG TANG CULTURE AND ARTCENTER INC","NEW YORK HANG TANG CULTURE AND ARTCENTER INC","% YONG MING CUI","765 AMSTERDM AVENUE","NEW YORK","NY","10025-5722",0,3,3,1000,0,1,15,0,1,1,201512,2,2,2,0,12,11513,15200,15200,"A6A",""
"286","272910455","NEW YORK LYRIC OPERA THEATRE INC","NEW YORK LYRIC OPERA THEATRE INC","% ELIZABETH HEUERMANN","PO BOX 237027","NEW YORK","NY","10023-0028",0,3,3,2000,0,1,16,0,1,1,201512,1,4,1,0,12,2246,158854,158854,"A6A",""
"287","454861394","NEW YORK OPERA EXCHANGE INC","NEW YORK OPERA EXCHANGE INC","% JUSTIN WERNER","PO BOX 1877","NEW YORK","NY","10163-1877",0,3,3,1000,0,1,16,0,1,1,201512,0,0,2,0,12,0,0,0,"A65",""
"288","800471095","NEW YORK OPERA SOCIETY INC","NEW YORK OPERA SOCIETY INC","% JENNIFER CHO","2753 BROADWAY SUITE 348","NEW YORK","NY","10025-2803",0,3,3,1000,0,1,16,0,1,1,201606,3,3,1,0,6,49232,64618,64618,"A6A",""
"289","570964360","NEWBERRY OPERA HOUSE FOUNDATION INC","NEWBERRY OPERA HOUSE FOUNDATION INC","% DEBORAH SMITH","PO BOX 357","NEWBERRY","SC","29108-0357",0,3,3,2000,0,1,15,90000000,1,1,201506,6,6,1,0,6,3137821,1824540,1824540,"A6A0",""
"290","200483601","NICKEL CITY OPERA INC","NICKEL CITY OPERA INC","% VALERIAN RUMINSKI","3015 GENESEE STREET","CHEEKTOWAGA","NY","14225-2681",0,3,3,1200,0,1,16,0,1,1,201506,1,4,1,0,6,5606,157475,157475,"A6A",""
"291","311486222","NORTH CAROLINA OPERA INC","NORTH CAROLINA OPERA INC","% ERIC MITCHKO","612 WADE AVE SUITE 100","RALEIGH","NC","27605-1237",0,3,3,1000,0,1,15,995119000,1,1,201506,4,6,1,0,6,200137,1363114,1254750,"A6A0",""
"292","820464809","NORTH IDAHO FRIENDS OF THE OPERA AND THE ARTS INC","NORTH IDAHO FRIENDS OF THE OPERA AND THE ARTS INC","% MARK FAULKNER PRES","PO BOX 3106","COEUR D ALENE","ID","83816-2525",0,3,3,1000,0,1,15,994603000,1,1,201512,3,4,1,0,12,49117,172128,172128,"A116",""
"293","275124838","NORTH SHORE OPERA HOUR INC","NORTH SHORE OPERA HOUR INC","% LUIS GALVEZ","8733 SAINT LOUIS AVE","SKOKIE","IL","60076-2317",0,3,3,1000,0,1,16,0,1,1,201512,1,1,2,0,12,856,4565,4565,"A6A",""
"294","450464803","NORTHERN LIGHT OPERA COMPANY INCORPORATED","NORTHERN LIGHT OPERA COMPANY INCORPORATED","% PAUL T DOVE","11700 ISLAND LAKE DR","PARK RAPIDS","MN","56470-4638",0,3,3,1000,0,1,15,0,1,1,201512,3,3,1,0,12,43943,60408,60408,"A6A",""
"295","562527875","NORTHERN LIGHTS MUSIC FESTIVAL","NORTHERN LIGHTS MUSIC FESTIVAL","% THOMAS GILLACH","601 N 1ST ST W","AURORA","MN","55705-1301",0,3,3,1000,0,1,15,0,2,1,201511,2,4,1,0,11,11674,375897,375497,"A68",""
"296","471255941","NORTHWEST OPERA","NORTHWEST OPERA","% STEVEN WEE","127 W GLASS AVE","SPOKANE","WA","99205-3075",0,3,3,1200,0,1,16,0,1,1,201512,1,2,2,0,12,2655,12958,12958,"B99",""
"297","911249425","NORTHWEST OPERA IN SCHOOLS, ETCETERA","NORTHWEST OPERA IN SCHOOLS ETCETERA","","3621 NW 64TH ST","SEATTLE","WA","98107-2667",0,3,3,2000,0,1,15,88089090,1,1,201606,0,0,2,0,6,0,0,0,"A6AZ",""
"298","810514788","NOVA CENTER FOR THE PERFORMING ARTS INC","NOVA CENTER FOR THE PERFORMING ARTS INC","% DARCI HERTZ","PO BOX 11","BILLINGS","MT","59103-0011",0,3,3,1000,0,1,15,994090000,1,1,201605,4,4,1,0,5,454838,367032,341242,"A6A0",""
"299","465145029","NYCO RENAISSANCE LTD","NYCO RENAISSANCE LTD","","1700 BROADWAY","NEW YORK","NY","10019-5905",0,3,3,1000,0,1,15,0,1,1,201506,4,6,1,0,6,292918,1699795,1279265,"A6A",""
"300","462717193","ODYSSEY OPERA OF BOSTON INC","ODYSSEY OPERA OF BOSTON INC","% SAM A MAWN-MAHLAU","376 WASHINGTON STREET","MALDEN","MA","02148-1300",0,3,3,1000,0,1,22,0,1,1,201506,2,6,1,0,6,13424,1548318,1548318,"A60",""
